"Vármegye, főváros",OEVK sorszáma,Székhelye,Külképviselet neve,Választópolgárok száma
CSONGRÁD-CSANÁD,03,Szentes,Pozsony,1
CSONGRÁD-CSANÁD,03,Szentes,Prága,2
CSONGRÁD-CSANÁD,03,Szentes,Pristina,13
CSONGRÁD-CSANÁD,03,Szentes,Róma,4
CSONGRÁD-CSANÁD,03,Szentes,San Francisco,1
CSONGRÁD-CSANÁD,03,Szentes,Stockholm,5
CSONGRÁD-CSANÁD,03,Szentes,Stuttgart,29
CSONGRÁD-CSANÁD,03,Szentes,Sydney,5
CSONGRÁD-CSANÁD,03,Szentes,Szabadka,14
CSONGRÁD-CSANÁD,03,Szentes,Szarajevó,1
CSONGRÁD-CSANÁD,03,Szentes,Tbiliszi,3
CSONGRÁD-CSANÁD,03,Szentes,Teherán,1
CSONGRÁD-CSANÁD,03,Szentes,Toronto,2
CSONGRÁD-CSANÁD,03,Szentes,Valletta,4
CSONGRÁD-CSANÁD,03,Szentes,Vancouver,4
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Amman,1
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Ankara,1
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Athén,1
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Bangkok,1
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Barcelona,5
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Bécs,12
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Belgrád,1
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Beregszász,1
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Berlin,19
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Bern,24
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Brüsszel,12
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Bukarest,2
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Chicago,1
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Csíkszereda,22
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Dublin,16
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Düsseldorf,12
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Edinburgh,16
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Gdansk,1
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Genf,1
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Hága,21
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Helsinki,7
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Innsbruck,8
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Isztambul,1
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Kairó,2
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Kolozsvár,5
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Koppenhága,14
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,London,71
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Luxembourg,6
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Lviv,1
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Lyon,2
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Madrid,4
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Malaga,1
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Manchester,26
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Milánó,2
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Moszkva,1
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,München,32
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,New York,3
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Nicosia,3
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Nürnberg,21
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Oslo,2
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Párizs,5
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Pozsony,4
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Prága,3
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Pristina,57
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Rijád,1
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Róma,3
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Stockholm,3
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Strasbourg,9
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Stuttgart,42
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Sydney,1
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Szabadka,8
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Szöul,2
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Tel-Aviv,1
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Tokió,1
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Toronto,2
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Valletta,2
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Vancouver,6
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Varsó,4
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Vilnius,1
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Washington,2
CSONGRÁD-CSANÁD,04,Hódmezővásárhely,Wroclaw,2
FEJÉR,01,Székesfehérvár,Abu Dhabi,3
FEJÉR,01,Székesfehérvár,Ankara,2
FEJÉR,01,Székesfehérvár,Athén,1
FEJÉR,01,Székesfehérvár,Bangkok,2
FEJÉR,01,Székesfehérvár,Barcelona,19
FEJÉR,01,Székesfehérvár,Bécs,18
FEJÉR,01,Székesfehérvár,Bejrút,2
FEJÉR,01,Székesfehérvár,Berlin,27
FEJÉR,01,Székesfehérvár,Bern,39
FEJÉR,01,Székesfehérvár,Brüsszel,26
FEJÉR,01,Székesfehérvár,Bukarest,3
FEJÉR,01,Székesfehérvár,Chicago,1
FEJÉR,01,Székesfehérvár,Csíkszereda,22
FEJÉR,01,Székesfehérvár,Dublin,9
FEJÉR,01,Székesfehérvár,Düsseldorf,27
FEJÉR,01,Székesfehérvár,Edinburgh,12
FEJÉR,01,Székesfehérvár,Gdansk,4
FEJÉR,01,Székesfehérvár,Genf,8
FEJÉR,01,Székesfehérvár,Hága,32
FEJÉR,01,Székesfehérvár,Helsinki,7
FEJÉR,01,Székesfehérvár,Ho Si Minh-város,1
FEJÉR,01,Székesfehérvár,Houston,1
FEJÉR,01,Székesfehérvár,Innsbruck,6
FEJÉR,01,Székesfehérvár,Isztambul,5
FEJÉR,01,Székesfehérvár,Jakarta,2
FEJÉR,01,Székesfehérvár,Kampala,1
FEJÉR,01,Székesfehérvár,Kazan,1
FEJÉR,01,Székesfehérvár,Kolozsvár,2
FEJÉR,01,Székesfehérvár,Koppenhága,18
FEJÉR,01,Székesfehérvár,Krakkó,2
FEJÉR,01,Székesfehérvár,Lisszabon,6
FEJÉR,01,Székesfehérvár,Ljubljana,2
FEJÉR,01,Székesfehérvár,London,78
FEJÉR,01,Székesfehérvár,Los Angeles,9
FEJÉR,01,Székesfehérvár,Lusaka,1
FEJÉR,01,Székesfehérvár,Luxembourg,13
FEJÉR,01,Székesfehérvár,Lyon,8
FEJÉR,01,Székesfehérvár,Madrid,3
FEJÉR,01,Székesfehérvár,Malaga,12
FEJÉR,01,Székesfehérvár,Manchester,21
FEJÉR,01,Székesfehérvár,Manila,1
FEJÉR,01,Székesfehérvár,Melbourne,4
FEJÉR,01,Székesfehérvár,Mexikóváros,1
FEJÉR,01,Székesfehérvár,Miami,3
FEJÉR,01,Székesfehérvár,Milánó,14
FEJÉR,01,Székesfehérvár,Montreal,1
FEJÉR,01,Székesfehérvár,München,43
FEJÉR,01,Székesfehérvár,Nairobi,2
FEJÉR,01,Székesfehérvár,New York,9
FEJÉR,01,Székesfehérvár,Nicosia,1
FEJÉR,01,Székesfehérvár,Nürnberg,21
FEJÉR,01,Székesfehérvár,Oslo,5
FEJÉR,01,Székesfehérvár,Ottawa,1
FEJÉR,01,Székesfehérvár,Párizs,7
FEJÉR,01,Székesfehérvár,Prága,2
FEJÉR,01,Székesfehérvár,Pristina,2
FEJÉR,01,Székesfehérvár,Rabat,3
FEJÉR,01,Székesfehérvár,Róma,5
FEJÉR,01,Székesfehérvár,San Francisco,6
FEJÉR,01,Székesfehérvár,Sao Paulo,1
FEJÉR,01,Székesfehérvár,Stockholm,13
FEJÉR,01,Székesfehérvár,Strasbourg,5
FEJÉR,01,Székesfehérvár,Stuttgart,45
FEJÉR,01,Székesfehérvár,Sydney,4
FEJÉR,01,Székesfehérvár,Szabadka,6
FEJÉR,01,Székesfehérvár,Szarajevó,14
FEJÉR,01,Székesfehérvár,Szingapúr,1
FEJÉR,01,Székesfehérvár,Tallinn,1
FEJÉR,01,Székesfehérvár,Taskent,2
FEJÉR,01,Székesfehérvár,Tel-Aviv,2
FEJÉR,01,Székesfehérvár,Tirana,3
FEJÉR,01,Székesfehérvár,Tokió,1
FEJÉR,01,Székesfehérvár,Toronto,1
FEJÉR,01,Székesfehérvár,Ungvár,1
FEJÉR,01,Székesfehérvár,Valletta,9
FEJÉR,01,Székesfehérvár,Vancouver,6
FEJÉR,01,Székesfehérvár,Varsó,5
FEJÉR,01,Székesfehérvár,Vilnius,1
FEJÉR,01,Székesfehérvár,Washington,4
FEJÉR,01,Székesfehérvár,Wellington,3
FEJÉR,01,Székesfehérvár,Zágráb,3
FEJÉR,02,Székesfehérvár,Barcelona,6
FEJÉR,02,Székesfehérvár,Bécs,13
FEJÉR,02,Székesfehérvár,Bejrút,1
FEJÉR,02,Székesfehérvár,Berlin,23
FEJÉR,02,Székesfehérvár,Bern,22
FEJÉR,02,Székesfehérvár,Brüsszel,12
FEJÉR,02,Székesfehérvár,Bukarest,2
FEJÉR,02,Székesfehérvár,Chicago,3
FEJÉR,02,Székesfehérvár,Chisinau,1
FEJÉR,02,Székesfehérvár,Csíkszereda,13
FEJÉR,02,Székesfehérvár,Dublin,7
FEJÉR,02,Székesfehérvár,Düsseldorf,9
FEJÉR,02,Székesfehérvár,Edinburgh,9
FEJÉR,02,Székesfehérvár,Genf,3
FEJÉR,02,Székesfehérvár,Hága,27
FEJÉR,02,Székesfehérvár,Hanoi,2
FEJÉR,02,Székesfehérvár,Helsinki,4
FEJÉR,02,Székesfehérvár,Innsbruck,4
FEJÉR,02,Székesfehérvár,Isztambul,2
FEJÉR,02,Székesfehérvár,Jakarta,2
FEJÉR,02,Székesfehérvár,Kampala,1
FEJÉR,02,Székesfehérvár,Kolozsvár,3
FEJÉR,02,Székesfehérvár,Koppenhága,10
FEJÉR,02,Székesfehérvár,Krakkó,2
FEJÉR,02,Székesfehérvár,Kuangcsou,1
FEJÉR,02,Székesfehérvár,Lisszabon,2
FEJÉR,02,Székesfehérvár,London,52
FEJÉR,02,Székesfehérvár,Luxembourg,2
FEJÉR,02,Székesfehérvár,Lyon,4
FEJÉR,02,Székesfehérvár,Madrid,3
FEJÉR,02,Székesfehérvár,Malaga,1
FEJÉR,02,Székesfehérvár,Manchester,15
FEJÉR,02,Székesfehérvár,Melbourne,2
FEJÉR,02,Székesfehérvár,Milánó,4
FEJÉR,02,Székesfehérvár,München,44
FEJÉR,02,Székesfehérvár,New York,9
FEJÉR,02,Székesfehérvár,Nürnberg,19
FEJÉR,02,Székesfehérvár,Oslo,1
FEJÉR,02,Székesfehérvár,Panamaváros,2
FEJÉR,02,Székesfehérvár,Párizs,4
FEJÉR,02,Székesfehérvár,Peking,1
FEJÉR,02,Székesfehérvár,Pozsony,1
FEJÉR,02,Székesfehérvár,Prága,5
FEJÉR,02,Székesfehérvár,Pristina,1
FEJÉR,02,Székesfehérvár,Róma,6
FEJÉR,02,Székesfehérvár,Sao Paulo,1
FEJÉR,02,Székesfehérvár,Stockholm,5
FEJÉR,02,Székesfehérvár,Strasbourg,1
FEJÉR,02,Székesfehérvár,Stuttgart,34
FEJÉR,02,Székesfehérvár,Szabadka,1
FEJÉR,02,Székesfehérvár,Szarajevó,16
FEJÉR,02,Székesfehérvár,Szingapúr,1
FEJÉR,02,Székesfehérvár,Szkopje,2
FEJÉR,02,Székesfehérvár,Tallinn,2
FEJÉR,02,Székesfehérvár,Tel-Aviv,2
FEJÉR,02,Székesfehérvár,Tokió,1
FEJÉR,02,Székesfehérvár,Tunisz,1
FEJÉR,02,Székesfehérvár,Varsó,2
FEJÉR,02,Székesfehérvár,Washington,5
FEJÉR,02,Székesfehérvár,Wellington,1
FEJÉR,02,Székesfehérvár,Wroclaw,4
FEJÉR,02,Székesfehérvár,Zágráb,1
FEJÉR,03,Bicske,Abu Dhabi,2
FEJÉR,03,Bicske,Amman,1
FEJÉR,03,Bicske,Athén,1
FEJÉR,03,Bicske,Barcelona,4
FEJÉR,03,Bicske,Bécs,10
FEJÉR,03,Bicske,Beregszász,5
FEJÉR,03,Bicske,Berlin,26
FEJÉR,03,Bicske,Bern,34
FEJÉR,03,Bicske,Brazíliaváros,2
FEJÉR,03,Bicske,Brüsszel,20
FEJÉR,03,Bicske,Canberra,1
FEJÉR,03,Bicske,Chicago,6
FEJÉR,03,Bicske,Csíkszereda,37
FEJÉR,03,Bicske,Csungking,2
FEJÉR,03,Bicske,Doha,2
FEJÉR,03,Bicske,Dublin,12
FEJÉR,03,Bicske,Düsseldorf,20
FEJÉR,03,Bicske,Edinburgh,16
FEJÉR,03,Bicske,Genf,3
FEJÉR,03,Bicske,Hága,34
FEJÉR,03,Bicske,Havanna,1
FEJÉR,03,Bicske,Helsinki,11
FEJÉR,03,Bicske,Ho Si Minh-város,1
FEJÉR,03,Bicske,Houston,1
FEJÉR,03,Bicske,Innsbruck,6
FEJÉR,03,Bicske,Isztambul,2
FEJÉR,03,Bicske,Kairó,4
FEJÉR,03,Bicske,Kolozsvár,14
FEJÉR,03,Bicske,Koppenhága,15
FEJÉR,03,Bicske,Krakkó,4
FEJÉR,03,Bicske,Lima,1
FEJÉR,03,Bicske,Lisszabon,3
FEJÉR,03,Bicske,Ljubljana,1
FEJÉR,03,Bicske,London,55
FEJÉR,03,Bicske,Los Angeles,6
FEJÉR,03,Bicske,Luxembourg,5
FEJÉR,03,Bicske,Lyon,2
FEJÉR,03,Bicske,Madrid,6
FEJÉR,03,Bicske,Malaga,2
FEJÉR,03,Bicske,Manchester,17
FEJÉR,03,Bicske,Melbourne,2
FEJÉR,03,Bicske,Mexikóváros,1
FEJÉR,03,Bicske,Miami,2
FEJÉR,03,Bicske,Milánó,5
FEJÉR,03,Bicske,Moszkva,3
FEJÉR,03,Bicske,München,48
FEJÉR,03,Bicske,New York,4
FEJÉR,03,Bicske,Nicosia,3
FEJÉR,03,Bicske,Nürnberg,10
FEJÉR,03,Bicske,Oslo,3
FEJÉR,03,Bicske,Párizs,7
FEJÉR,03,Bicske,Peking,1
FEJÉR,03,Bicske,Prága,4
FEJÉR,03,Bicske,Pristina,1
FEJÉR,03,Bicske,Quito,1
FEJÉR,03,Bicske,Róma,5
FEJÉR,03,Bicske,San Francisco,1
FEJÉR,03,Bicske,Stockholm,11
FEJÉR,03,Bicske,Strasbourg,4
FEJÉR,03,Bicske,Stuttgart,38
FEJÉR,03,Bicske,Szabadka,10
FEJÉR,03,Bicske,Szarajevó,4
FEJÉR,03,Bicske,Szingapúr,1
FEJÉR,03,Bicske,Szófia,1
FEJÉR,03,Bicske,Tbiliszi,1
FEJÉR,03,Bicske,Tel-Aviv,2
FEJÉR,03,Bicske,Tirana,1
FEJÉR,03,Bicske,Tunisz,1
FEJÉR,03,Bicske,Ungvár,4
FEJÉR,03,Bicske,Valletta,7
FEJÉR,03,Bicske,Vancouver,2
FEJÉR,03,Bicske,Varsó,5
FEJÉR,03,Bicske,Vilnius,1
FEJÉR,03,Bicske,Washington,3
FEJÉR,03,Bicske,Wellington,1
FEJÉR,03,Bicske,Wroclaw,3
FEJÉR,03,Bicske,Zágráb,2
FEJÉR,04,Dunaújváros,Abu Dhabi,3
FEJÉR,04,Dunaújváros,Athén,3
FEJÉR,04,Dunaújváros,Bangkok,2
FEJÉR,04,Dunaújváros,Barcelona,3
FEJÉR,04,Dunaújváros,Bécs,6
FEJÉR,04,Dunaújváros,Beregszász,6
FEJÉR,04,Dunaújváros,Berlin,21
FEJÉR,04,Dunaújváros,Bern,24
FEJÉR,04,Dunaújváros,Brüsszel,10
FEJÉR,04,Dunaújváros,Chicago,2
FEJÉR,04,Dunaújváros,Csíkszereda,2
FEJÉR,04,Dunaújváros,Dakar,1
FEJÉR,04,Dunaújváros,Dublin,6
FEJÉR,04,Dunaújváros,Düsseldorf,21
FEJÉR,04,Dunaújváros,Edinburgh,10
FEJÉR,04,Dunaújváros,Hága,20
FEJÉR,04,Dunaújváros,Havanna,1
FEJÉR,04,Dunaújváros,Helsinki,6
FEJÉR,04,Dunaújváros,Innsbruck,5
FEJÉR,04,Dunaújváros,Isztambul,1
FEJÉR,04,Dunaújváros,Kolozsvár,1
FEJÉR,04,Dunaújváros,Koppenhága,11
FEJÉR,04,Dunaújváros,Krakkó,2
FEJÉR,04,Dunaújváros,Lisszabon,2
FEJÉR,04,Dunaújváros,Ljubljana,2
FEJÉR,04,Dunaújváros,London,75
FEJÉR,04,Dunaújváros,Los Angeles,3
FEJÉR,04,Dunaújváros,Luxembourg,6
FEJÉR,04,Dunaújváros,Lyon,3
FEJÉR,04,Dunaújváros,Madrid,2
FEJÉR,04,Dunaújváros,Malaga,1
FEJÉR,04,Dunaújváros,Manchester,17
FEJÉR,04,Dunaújváros,Manila,1
FEJÉR,04,Dunaújváros,Milánó,3
FEJÉR,04,Dunaújváros,Montreal,1
FEJÉR,04,Dunaújváros,Moszkva,1
FEJÉR,04,Dunaújváros,München,48
FEJÉR,04,Dunaújváros,New York,8
FEJÉR,04,Dunaújváros,Nürnberg,13
FEJÉR,04,Dunaújváros,Oslo,3
FEJÉR,04,Dunaújváros,Párizs,4
FEJÉR,04,Dunaújváros,Peking,2
FEJÉR,04,Dunaújváros,Prága,1
FEJÉR,04,Dunaújváros,Pristina,1
FEJÉR,04,Dunaújváros,Róma,1
FEJÉR,04,Dunaújváros,Sanghaj,1
FEJÉR,04,Dunaújváros,Stockholm,6
FEJÉR,04,Dunaújváros,Strasbourg,2
FEJÉR,04,Dunaújváros,Stuttgart,36
FEJÉR,04,Dunaújváros,Szöul,1
FEJÉR,04,Dunaújváros,Tallinn,1
FEJÉR,04,Dunaújváros,Tel-Aviv,2
FEJÉR,04,Dunaújváros,Valletta,2
FEJÉR,04,Dunaújváros,Varsó,1
FEJÉR,04,Dunaújváros,Washington,4
FEJÉR,05,Sárbogárd,Barcelona,2
FEJÉR,05,Sárbogárd,Bécs,7
FEJÉR,05,Sárbogárd,Belgrád,2
FEJÉR,05,Sárbogárd,Beregszász,2
FEJÉR,05,Sárbogárd,Berlin,12
FEJÉR,05,Sárbogárd,Bern,8
FEJÉR,05,Sárbogárd,Brüsszel,7
FEJÉR,05,Sárbogárd,Chicago,1
FEJÉR,05,Sárbogárd,Csíkszereda,1
FEJÉR,05,Sárbogárd,Düsseldorf,7
FEJÉR,05,Sárbogárd,Edinburgh,3
FEJÉR,05,Sárbogárd,Genf,3
FEJÉR,05,Sárbogárd,Hága,8
FEJÉR,05,Sárbogárd,Helsinki,1
FEJÉR,05,Sárbogárd,Houston,1
FEJÉR,05,Sárbogárd,Innsbruck,6
FEJÉR,05,Sárbogárd,Isztambul,1
FEJÉR,05,Sárbogárd,Kolozsvár,1
FEJÉR,05,Sárbogárd,Koppenhága,5
FEJÉR,05,Sárbogárd,Krakkó,1
FEJÉR,05,Sárbogárd,Lisszabon,1
FEJÉR,05,Sárbogárd,London,31
FEJÉR,05,Sárbogárd,Luxembourg,8
FEJÉR,05,Sárbogárd,Lyon,2
FEJÉR,05,Sárbogárd,Malaga,1
FEJÉR,05,Sárbogárd,Manchester,7
FEJÉR,05,Sárbogárd,Melbourne,1
FEJÉR,05,Sárbogárd,Milánó,1
FEJÉR,05,Sárbogárd,München,21
FEJÉR,05,Sárbogárd,New York,4
FEJÉR,05,Sárbogárd,Nicosia,1
FEJÉR,05,Sárbogárd,Nürnberg,7
FEJÉR,05,Sárbogárd,Oslo,1
FEJÉR,05,Sárbogárd,Párizs,3
FEJÉR,05,Sárbogárd,Peking,1
FEJÉR,05,Sárbogárd,Prága,3
FEJÉR,05,Sárbogárd,Róma,2
FEJÉR,05,Sárbogárd,Stockholm,2
FEJÉR,05,Sárbogárd,Stuttgart,10
FEJÉR,05,Sárbogárd,Szabadka,2
FEJÉR,05,Sárbogárd,Szarajevó,11
FEJÉR,05,Sárbogárd,Tallinn,1
FEJÉR,05,Sárbogárd,Toronto,3
FEJÉR,05,Sárbogárd,Vientián,1
FEJÉR,05,Sárbogárd,Washington,1
FEJÉR,05,Sárbogárd,Zágráb,1
GYŐR-MOSON-SOPRON,01,Győr,Abu Dhabi,4
GYŐR-MOSON-SOPRON,01,Győr,Addisz-Abeba,1
GYŐR-MOSON-SOPRON,01,Győr,Athén,2
GYŐR-MOSON-SOPRON,01,Győr,Barcelona,7
GYŐR-MOSON-SOPRON,01,Győr,Bécs,37
GYŐR-MOSON-SOPRON,01,Győr,Beregszász,3
GYŐR-MOSON-SOPRON,01,Győr,Berlin,27
GYŐR-MOSON-SOPRON,01,Győr,Bern,20
GYŐR-MOSON-SOPRON,01,Győr,Brüsszel,19
GYŐR-MOSON-SOPRON,01,Győr,Chicago,6
GYŐR-MOSON-SOPRON,01,Győr,Csíkszereda,8
GYŐR-MOSON-SOPRON,01,Győr,Doha,2
GYŐR-MOSON-SOPRON,01,Győr,Dublin,14
GYŐR-MOSON-SOPRON,01,Győr,Düsseldorf,12
GYŐR-MOSON-SOPRON,01,Győr,Edinburgh,18
GYŐR-MOSON-SOPRON,01,Győr,Genf,1
GYŐR-MOSON-SOPRON,01,Győr,Hága,31
GYŐR-MOSON-SOPRON,01,Győr,Hanoi,1
GYŐR-MOSON-SOPRON,01,Győr,Helsinki,2
GYŐR-MOSON-SOPRON,01,Győr,Ho Si Minh-város,1
GYŐR-MOSON-SOPRON,01,Győr,Houston,1
GYŐR-MOSON-SOPRON,01,Győr,Innsbruck,4
GYŐR-MOSON-SOPRON,01,Győr,Iszlámábád,1
GYŐR-MOSON-SOPRON,01,Győr,Isztambul,4
GYŐR-MOSON-SOPRON,01,Győr,Kairó,1
GYŐR-MOSON-SOPRON,01,Győr,Kassa,1
GYŐR-MOSON-SOPRON,01,Győr,Kolozsvár,8
GYŐR-MOSON-SOPRON,01,Győr,Koppenhága,14
GYŐR-MOSON-SOPRON,01,Győr,Krakkó,4
GYŐR-MOSON-SOPRON,01,Győr,Lima,1
GYŐR-MOSON-SOPRON,01,Győr,Lisszabon,2
GYŐR-MOSON-SOPRON,01,Győr,London,83
GYŐR-MOSON-SOPRON,01,Győr,Los Angeles,5
GYŐR-MOSON-SOPRON,01,Győr,Luxembourg,8
GYŐR-MOSON-SOPRON,01,Győr,Lyon,4
GYŐR-MOSON-SOPRON,01,Győr,Madrid,1
GYŐR-MOSON-SOPRON,01,Győr,Malaga,2
GYŐR-MOSON-SOPRON,01,Győr,Manchester,6
GYŐR-MOSON-SOPRON,01,Győr,Manila,1
GYŐR-MOSON-SOPRON,01,Győr,Melbourne,2
GYŐR-MOSON-SOPRON,01,Győr,Mexikóváros,1
GYŐR-MOSON-SOPRON,01,Győr,Miami,3
GYŐR-MOSON-SOPRON,01,Győr,Milánó,10
GYŐR-MOSON-SOPRON,01,Győr,Moszkva,5
GYŐR-MOSON-SOPRON,01,Győr,Mumbai,1
GYŐR-MOSON-SOPRON,01,Győr,München,50
GYŐR-MOSON-SOPRON,01,Győr,New York,5
GYŐR-MOSON-SOPRON,01,Győr,Nürnberg,11
GYŐR-MOSON-SOPRON,01,Győr,Oslo,5
GYŐR-MOSON-SOPRON,01,Győr,Ottawa,1
GYŐR-MOSON-SOPRON,01,Győr,Párizs,7
GYŐR-MOSON-SOPRON,01,Győr,Peking,4
GYŐR-MOSON-SOPRON,01,Győr,Prága,3
GYŐR-MOSON-SOPRON,01,Győr,Pristina,2
GYŐR-MOSON-SOPRON,01,Győr,Róma,11
GYŐR-MOSON-SOPRON,01,Győr,San Francisco,3
GYŐR-MOSON-SOPRON,01,Győr,Sanghaj,5
GYŐR-MOSON-SOPRON,01,Győr,Stockholm,10
GYŐR-MOSON-SOPRON,01,Győr,Strasbourg,2
GYŐR-MOSON-SOPRON,01,Győr,Stuttgart,31
GYŐR-MOSON-SOPRON,01,Győr,Sydney,4
GYŐR-MOSON-SOPRON,01,Győr,Szabadka,2
GYŐR-MOSON-SOPRON,01,Győr,Szarajevó,2
GYŐR-MOSON-SOPRON,01,Győr,Szingapúr,2
GYŐR-MOSON-SOPRON,01,Győr,Szófia,1
GYŐR-MOSON-SOPRON,01,Győr,Szöul,1
GYŐR-MOSON-SOPRON,01,Győr,Toronto,6
GYŐR-MOSON-SOPRON,01,Győr,Tunisz,1
GYŐR-MOSON-SOPRON,01,Győr,Újdelhi,1
GYŐR-MOSON-SOPRON,01,Győr,Ungvár,1
GYŐR-MOSON-SOPRON,01,Győr,Valletta,5
GYŐR-MOSON-SOPRON,01,Győr,Vancouver,2
GYŐR-MOSON-SOPRON,01,Győr,Varsó,5
GYŐR-MOSON-SOPRON,01,Győr,Vilnius,2
GYŐR-MOSON-SOPRON,01,Győr,Washington,2
GYŐR-MOSON-SOPRON,01,Győr,Zágráb,3
GYŐR-MOSON-SOPRON,02,Győr,Abu Dhabi,1
GYŐR-MOSON-SOPRON,02,Győr,Addisz-Abeba,1
GYŐR-MOSON-SOPRON,02,Győr,Amman,2
GYŐR-MOSON-SOPRON,02,Győr,Athén,2
GYŐR-MOSON-SOPRON,02,Győr,Bangkok,1
GYŐR-MOSON-SOPRON,02,Győr,Barcelona,8
GYŐR-MOSON-SOPRON,02,Győr,Bécs,22
GYŐR-MOSON-SOPRON,02,Győr,Beregszász,1
GYŐR-MOSON-SOPRON,02,Győr,Berlin,20
GYŐR-MOSON-SOPRON,02,Győr,Bern,17
GYŐR-MOSON-SOPRON,02,Győr,Bogota,1
GYŐR-MOSON-SOPRON,02,Győr,Brüsszel,9
GYŐR-MOSON-SOPRON,02,Győr,Chicago,1
GYŐR-MOSON-SOPRON,02,Győr,Csíkszereda,10
GYŐR-MOSON-SOPRON,02,Győr,Doha,1
GYŐR-MOSON-SOPRON,02,Győr,Dublin,8
GYŐR-MOSON-SOPRON,02,Győr,Düsseldorf,17
GYŐR-MOSON-SOPRON,02,Győr,Edinburgh,5
GYŐR-MOSON-SOPRON,02,Győr,Genf,2
GYŐR-MOSON-SOPRON,02,Győr,Hága,27
GYŐR-MOSON-SOPRON,02,Győr,Hanoi,1
GYŐR-MOSON-SOPRON,02,Győr,Helsinki,2
GYŐR-MOSON-SOPRON,02,Győr,Ho Si Minh-város,1
GYŐR-MOSON-SOPRON,02,Győr,Hongkong,1
GYŐR-MOSON-SOPRON,02,Győr,Innsbruck,9
GYŐR-MOSON-SOPRON,02,Győr,Jakarta,2
GYŐR-MOSON-SOPRON,02,Győr,Kolozsvár,5
GYŐR-MOSON-SOPRON,02,Győr,Koppenhága,12
GYŐR-MOSON-SOPRON,02,Győr,Krakkó,4
GYŐR-MOSON-SOPRON,02,Győr,Lisszabon,3
GYŐR-MOSON-SOPRON,02,Győr,Ljubljana,3
GYŐR-MOSON-SOPRON,02,Győr,London,56
GYŐR-MOSON-SOPRON,02,Győr,Luanda,3
GYŐR-MOSON-SOPRON,02,Győr,Luxembourg,2
GYŐR-MOSON-SOPRON,02,Győr,Lyon,1
